Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
3548	0	-49.83814	-52.21199	2.373846	0.0330798	0.0330798	0.0330798	0.0330798	0.0330798	0.0330798	0.0330798
3549	1	-47.5388	-50.26835	2.729554	0.02394658	0.0239466	0.0239466	0.0239466	0.0239466	0.0239466	0.0239466
3550	0	-46.9614	-50.09049	3.12909	0.013688	0.013688	0.013688	0.013688	0.013688	0.013688	0.013688
3551	1	-49.3124	-51.75691	2.444503	0.03126558	0.0312656	0.0312656	0.0312656	0.0312656	0.0312656	0.0312656
3552	0	-46.82801	-49.91219	3.084178	0.01484116	0.0148412	0.0148412	0.0148412	0.0148412	0.0148412	0.0148412
3553	1	-47.07774	-50.23345	3.155705	0.01300462	0.0130046	0.0130046	0.0130046	0.0130046	0.0130046	0.0130046
3554	0	-46.82801	-49.91219	3.084178	0.01484116	0.0148412	0.0148412	0.0148412	0.0148412	0.0148412	0.0148412
3555	1	-46.79021	-49.85373	3.063513	0.01537178	0.0153718	0.0153718	0.0153718	0.0153718	0.0153718	0.0153718
3556	0	-50.73089	-52.99124	2.260351	0.03599392	0.0359939	0.0359939	0.0359939	0.0359939	0.0359939	0.0359939
3557	1	-46.93578	-50.0579	3.122128	0.01386677	0.0138668	0.0138668	0.0138668	0.0138668	0.0138668	0.0138668
3558	0	-50.8983	-53.13805	2.239753	0.03652279	0.0365228	0.0365228	0.0365228	0.0365228	0.0365228	0.0365228
3559	1	-46.83016	-49.91532	3.085161	0.01481594	0.0148159	0.0148159	0.0148159	0.0148159	0.0148159	0.0148159
3560	0	-50.8983	-53.13805	2.239753	0.03652279	0.0365228	0.0365228	0.0365228	0.0365228	0.0365228	0.0365228
3561	1	-46.83016	-49.91532	3.085161	0.01481594	0.0148159	0.0148159	0.0148159	0.0148159	0.0148159	0.0148159
3562	0	-46.8839	-49.99001	3.106109	0.01427806	0.0142781	0.0142781	0.0142781	0.0142781	0.0142781	0.0142781
3563	1	-46.83016	-49.91532	3.085161	0.01481594	0.0148159	0.0148159	0.0148159	0.0148159	0.0148159	0.0148159
3564	0	-47.08773	-49.9234	2.835668	0.02122196	0.021222	0.021222	0.021222	0.021222	0.021222	0.021222
3565	1	-48.7157	-51.24553	2.529831	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747	0.0290747
3566	0	-46.80019	-49.74847	2.948278	0.01833057	0.0183306	0.0183306	0.0183306	0.0183306	0.0183306	0.0183306
3567	1	-47.11297	-50.27558	3.162614	0.01282724	0.0128272	0.0128272	0.0128272	0.0128272	0.0128272	0.0128272
3568	0	-46.77164	-49.7432	2.971558	0.01773282	0.0177328	0.0177328	0.0177328	0.0177328	0.0177328	0.0177328
3569	1	-46.90836	-49.80309	2.894734	0.01970537	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054
3570	0	-46.77164	-49.7432	2.971558	0.01773282	0.0177328	0.0177328	0.0177328	0.0177328	0.0177328	0.0177328
3571	1	-46.90836	-49.80309	2.894734	0.01970537	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054
3572	0	-46.77164	-49.7432	2.971558	0.01773282	0.0177328	0.0177328	0.0177328	0.0177328	0.0177328	0.0177328
3573	1	-46.90836	-49.80309	2.894734	0.01970537	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054
3574	0	-50.87961	-53.12165	2.242045	0.03646396	0.036464	0.036464	0.036464	0.036464	0.036464	0.036464
3575	1	-46.90836	-49.80309	2.894734	0.01970537	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054	0.0197054
3576	0	-46.75819	-49.74746	2.989268	0.01727809	0.0172781	0.0172781	0.0172781	0.0172781	0.0172781	0.0172781
3577	1	-50.531	-52.81619	2.285197	0.03535596	0.035356	0.035356	0.035356	0.035356	0.035356	0.035356
3578	0	-46.75819	-49.74746	2.989268	0.01727809	0.0172781	0.0172781	0.0172781	0.0172781	0.0172781	0.0172781
3579	1	-48.08572	-50.7149	2.629181	0.02652378	0.0265238	0.0265238	0.0265238	0.0265238	0.0265238	0.0265238
3580	0	-46.75819	-49.74746	2.989268	0.01727809	0.0172781	0.0172781	0.0172781	0.0172781	0.0172781	0.0172781
3581	1	-48.08572	-50.7149	2.629181	0.02652378	0.0265238	0.0265238	0.0265238	0.0265238	0.0265238	0.0265238
3582	0	-47.75597	-50.44338	2.68741	0.02502866	0.0250287	0.0250287	0.0250287	0.0250287	0.0250287	0.0250287
3583	1	-47.60496	-50.83749	3.232532	0.011032	0.011032	0.011032	0.011032	0.011032	0.011032	0.011032
3584	0	-47.97197	-51.24044	3.268469	0.01010927	0.0101093	0.0101093	0.0101093	0.0101093	0.0101093	0.0101093
3585	1	-48.38671	-50.96689	2.580184	0.02778182	0.0277818	0.0277818	0.0277818	0.0277818	0.0277818	0.0277818
3586	0	-47.97197	-51.24044	3.268469	0.01010927	0.0101093	0.0101093	0.0101093	0.0101093	0.0101093	0.0101093
3587	1	-49.22443	-51.68112	2.456694	0.03095258	0.0309526	0.0309526	0.0309526	0.0309526	0.0309526	0.0309526
3588	0	-47.97197	-51.24044	3.268469	0.01010927	0.0101093	0.0101093	0.0101093	0.0101093	0.0101093	0.0101093
3589	1	-47.60505	-50.32134	2.716292	0.02428708	0.0242871	0.0242871	0.0242871	0.0242871	0.0242871	0.0242871
3590	0	-47.84517	-50.51625	2.671076	0.02544807	0.0254481	0.0254481	0.0254481	0.0254481	0.0254481	0.0254481
3591	1	-46.75218	-49.76152	3.009338	0.01676278	0.0167628	0.0167628	0.0167628	0.0167628	0.0167628	0.0167628
3592	0	-46.88809	-49.99562	3.107523	0.01424176	0.0142418	0.0142418	0.0142418	0.0142418	0.0142418	0.0142418
3593	1	-47.69534	-50.93757	3.242227	0.01078308	0.0107831	0.0107831	0.0107831	0.0107831	0.0107831	0.0107831
3594	0	-46.88809	-49.99562	3.107523	0.01424176	0.0142418	0.0142418	0.0142418	0.0142418	0.0142418	0.0142418
3595	1	-46.98929	-50.12542	3.13613	0.01350723	0.0135072	0.0135072	0.0135072	0.0135072	0.0135072	0.0135072
3596	0	-47.02618	-49.8801	2.853921	0.0207533	0.0207533	0.0207533	0.0207533	0.0207533	0.0207533	0.0207533
3597	1	-47.49859	-50.23639	2.737807	0.02373467	0.0237347	0.0237347	0.0237347	0.0237347	0.0237347	0.0237347
3598	0	-47.02618	-49.8801	2.853921	0.0207533	0.0207533	0.0207533	0.0207533	0.0207533	0.0207533	0.0207533
3599	1	-49.28972	-51.73735	2.447635	0.03118517	0.0311852	0.0311852	0.0311852	0.0311852	0.0311852	0.0311852
3600	0	-47.37613	-50.14017	2.764043	0.02306102	0.023061	0.023061	0.023061	0.023061	0.023061	0.023061
3601	1	-46.99343	-50.13057	3.137134	0.01348146	0.0134815	0.0134815	0.0134815	0.0134815	0.0134815	0.0134815
3602	0	-47.19953	-50.00528	2.805745	0.02199026	0.0219903	0.0219903	0.0219903	0.0219903	0.0219903	0.0219903
3603	1	-46.79784	-49.8662	3.068358	0.01524738	0.0152474	0.0152474	0.0152474	0.0152474	0.0152474	0.0152474
3604	0	-46.7668	-49.74371	2.976904	0.01759555	0.0175956	0.0175956	0.0175956	0.0175956	0.0175956	0.0175956
3605	1	-48.01056	-51.28235	3.271792	0.01002395	0.0100239	0.0100239	0.0100239	0.0100239	0.0100239	0.0100239
3606	0	-46.75612	-49.7845	3.028381	0.01627383	0.0162738	0.0162738	0.0162738	0.0162738	0.0162738	0.0162738
3607	1	-46.95974	-50.08839	3.128653	0.01369922	0.0136992	0.0136992	0.0136992	0.0136992	0.0136992	0.0136992
3608	0	-46.98636	-50.12177	3.135414	0.01352563	0.0135256	0.0135256	0.0135256	0.0135256	0.0135256	0.0135256
3609	1	-46.7679	-49.74353	2.975629	0.0176283	0.0176283	0.0176283	0.0176283	0.0176283	0.0176283	0.0176283
3610	0	-46.98636	-50.12177	3.135414	0.01352563	0.0135256	0.0135256	0.0135256	0.0135256	0.0135256	0.0135256
3611	1	-46.7679	-49.74353	2.975629	0.0176283	0.0176283	0.0176283	0.0176283	0.0176283	0.0176283	0.0176283
3612	0	-46.78699	-49.8483	3.06131	0.01542833	0.0154283	0.0154283	0.0154283	0.0154283	0.0154283	0.0154283
3613	1	-47.97615	-50.62406	2.64791	0.02604286	0.0260429	0.0260429	0.0260429	0.0260429	0.0260429	0.0260429
3614	0	-46.96407	-49.83827	2.874206	0.02023246	0.0202325	0.0202325	0.0202325	0.0202325	0.0202325	0.0202325
3615	1	-47.02589	-50.17057	3.144676	0.01328782	0.0132878	0.0132878	0.0132878	0.0132878	0.0132878	0.0132878
3616	0	-46.96407	-49.83827	2.874206	0.02023246	0.0202325	0.0202325	0.0202325	0.0202325	0.0202325	0.0202325
3617	1	-47.02589	-50.17057	3.144676	0.01328782	0.0132878	0.0132878	0.0132878	0.0132878	0.0132878	0.0132878
3618	0	-46.87645	-49.78442	2.907972	0.01936547	0.0193655	0.0193655	0.0193655	0.0193655	0.0193655	0.0193655
3619	1	-46.77428	-49.74319	2.968906	0.01780091	0.0178009	0.0178009	0.0178009	0.0178009	0.0178009	0.0178009
3620	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3621	1	-46.87375	-49.97633	3.102578	0.01436872	0.0143687	0.0143687	0.0143687	0.0143687	0.0143687	0.0143687
3622	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3623	1	-47.98907	-50.63474	2.645673	0.02610031	0.0261003	0.0261003	0.0261003	0.0261003	0.0261003	0.0261003
3624	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3625	1	-47.11911	-49.94601	2.826905	0.02144695	0.021447	0.021447	0.021447	0.021447	0.021447	0.021447
3626	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3627	1	-47.11911	-49.94601	2.826905	0.02144695	0.021447	0.021447	0.021447	0.021447	0.021447	0.021447
3628	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3629	1	-48.08052	-51.35816	3.27764	0.009873811	0.00987381	0.00987381	0.00987381	0.00987381	0.00987381	0.00987381
3630	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3631	1	-48.08052	-51.35816	3.27764	0.009873811	0.00987381	0.00987381	0.00987381	0.00987381	0.00987381	0.00987381
3632	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3633	1	-47.63941	-50.34897	2.709564	0.02445985	0.0244598	0.0244598	0.0244598	0.0244598	0.0244598	0.0244598
3634	0	-46.75644	-49.74917	2.992737	0.01718902	0.017189	0.017189	0.017189	0.017189	0.017189	0.017189
3635	1	-47.06763	-49.90909	2.841462	0.02107319	0.0210732	0.0210732	0.0210732	0.0210732	0.0210732	0.0210732
3636	0	-47.07266	-50.22733	3.154671	0.01303117	0.0130312	0.0130312	0.0130312	0.0130312	0.0130312	0.0130312
3637	1	-47.45395	-50.20112	2.747165	0.0234944	0.0234944	0.0234944	0.0234944	0.0234944	0.0234944	0.0234944
3638	0	-49.55209	-52.91934	3.367258	0.007572759	0.00757276	0.00757276	0.00757276	0.00757276	0.00757276	0.00757276
3639	1	-47.45395	-50.20112	2.747165	0.0234944	0.0234944	0.0234944	0.0234944	0.0234944	0.0234944	0.0234944
3640	0	-47.82997	-51.08554	3.255573	0.01044041	0.0104404	0.0104404	0.0104404	0.0104404	0.0104404	0.0104404
3641	1	-46.75297	-49.772	3.019031	0.01651389	0.0165139	0.0165139	0.0165139	0.0165139	0.0165139	0.0165139
3642	0	-48.70661	-52.02865	3.322045	0.008733642	0.00873364	0.00873364	0.00873364	0.00873364	0.00873364	0.00873364
3643	1	-47.71798	-50.96254	3.244557	0.01072325	0.0107233	0.0107233	0.0107233	0.0107233	0.0107233	0.0107233
3644	0	-54.30134	-57.80389	3.502557	0.004098779	0.00409878	0.00409878	0.00409878	0.00409878	0.00409878	0.00409878
3645	1	-48.01517	-50.65635	2.641178	0.02621572	0.0262157	0.0262157	0.0262157	0.0262157	0.0262157	0.0262157
3646	0	-48.38616	-51.68704	3.300881	0.009277069	0.00927707	0.00927707	0.00927707	0.00927707	0.00927707	0.00927707
3647	1	-47.16975	-49.98314	2.813384	0.02179414	0.0217941	0.0217941	0.0217941	0.0217941	0.0217941	0.0217941
3648	0	-48.38616	-51.68704	3.300881	0.009277069	0.00927707	0.00927707	0.00927707	0.00927707	0.00927707	0.00927707
3649	1	-46.82881	-49.91336	3.084546	0.01483171	0.0148317	0.0148317	0.0148317	0.0148317	0.0148317	0.0148317
3650	0	-46.75499	-49.78073	3.025745	0.01634151	0.0163415	0.0163415	0.0163415	0.0163415	0.0163415	0.0163415
3651	1	-48.71255	-51.24285	2.5303	0.02906266	0.0290627	0.0290627	0.0290627	0.0290627	0.0290627	0.0290627
3652	0	-46.79511	-49.86179	3.066678	0.01529051	0.0152905	0.0152905	0.0152905	0.0152905	0.0152905	0.0152905
3653	1	-47.55088	-50.27798	2.727106	0.02400942	0.0240094	0.0240094	0.0240094	0.0240094	0.0240094	0.0240094
3654	0	-47.48918	-50.70825	3.219068	0.0113777	0.0113777	0.0113777	0.0113777	0.0113777	0.0113777	0.0113777
3655	1	-46.76396	-49.74442	2.98046	0.01750426	0.0175043	0.0175043	0.0175043	0.0175043	0.0175043	0.0175043
3656	0	-47.48918	-50.70825	3.219068	0.0113777	0.0113777	0.0113777	0.0113777	0.0113777	0.0113777	0.0113777
3657	1	-46.76396	-49.74442	2.98046	0.01750426	0.0175043	0.0175043	0.0175043	0.0175043	0.0175043	0.0175043
3658	0	-47.32548	-50.10094	2.775466	0.02276772	0.0227677	0.0227677	0.0227677	0.0227677	0.0227677	0.0227677
3659	1	-46.76396	-49.74442	2.98046	0.01750426	0.0175043	0.0175043	0.0175043	0.0175043	0.0175043	0.0175043
3660	0	-48.72075	-51.24983	2.529079	0.029094	0.029094	0.029094	0.029094	0.029094	0.029094	0.029094
3661	1	-49.00124	-51.48942	2.488183	0.03014407	0.0301441	0.0301441	0.0301441	0.0301441	0.0301441	0.0301441
3662	0	-46.75248	-49.7687	3.01622	0.01658608	0.0165861	0.0165861	0.0165861	0.0165861	0.0165861	0.0165861
3663	1	-46.75294	-49.77182	3.018877	0.01651784	0.0165178	0.0165178	0.0165178	0.0165178	0.0165178	0.0165178
3664	0	-46.75248	-49.7687	3.01622	0.01658608	0.0165861	0.0165861	0.0165861	0.0165861	0.0165861	0.0165861
3665	1	-46.75279	-49.75679	3.004	0.01689982	0.0168998	0.0168998	0.0168998	0.0168998	0.0168998	0.0168998
3666	0	-46.75248	-49.7687	3.01622	0.01658608	0.0165861	0.0165861	0.0165861	0.0165861	0.0165861	0.0165861
3667	1	-46.77905	-49.83442	3.055372	0.01558079	0.0155808	0.0155808	0.0155808	0.0155808	0.0155808	0.0155808
3668	0	-46.84402	-49.76713	2.923105	0.01897692	0.0189769	0.0189769	0.0189769	0.0189769	0.0189769	0.0189769
3669	1	-46.87062	-49.78117	2.910547	0.01929936	0.0192994	0.0192994	0.0192994	0.0192994	0.0192994	0.0192994
3670	0	-46.84402	-49.76713	2.923105	0.01897692	0.0189769	0.0189769	0.0189769	0.0189769	0.0189769	0.0189769
3671	1	-46.84406	-49.76715	2.923088	0.01897734	0.0189773	0.0189773	0.0189773	0.0189773	0.0189773	0.0189773
3672	0	-46.7891	-49.85186	3.062763	0.01539101	0.015391	0.015391	0.015391	0.015391	0.015391	0.015391
3673	1	-47.01932	-50.16251	3.143193	0.01332589	0.0133259	0.0133259	0.0133259	0.0133259	0.0133259	0.0133259
3674	0	-46.89823	-50.00908	3.110844	0.01415648	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565
3675	1	-46.96251	-50.09189	3.129379	0.01368057	0.0136806	0.0136806	0.0136806	0.0136806	0.0136806	0.0136806
3676	0	-46.89823	-50.00908	3.110844	0.01415648	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565
3677	1	-46.97282	-50.10486	3.132034	0.0136124	0.0136124	0.0136124	0.0136124	0.0136124	0.0136124	0.0136124
3678	0	-46.89823	-50.00908	3.110844	0.01415648	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565
3679	1	-46.97282	-50.10486	3.132034	0.0136124	0.0136124	0.0136124	0.0136124	0.0136124	0.0136124	0.0136124
3680	0	-46.89823	-50.00908	3.110844	0.01415648	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565
3681	1	-46.76111	-49.79805	3.036933	0.01605423	0.0160542	0.0160542	0.0160542	0.0160542	0.0160542	0.0160542
3682	0	-46.89823	-50.00908	3.110844	0.01415648	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565	0.0141565
3683	1	-46.75876	-49.74701	2.988253	0.01730415	0.0173041	0.0173041	0.0173041	0.0173041	0.0173041	0.0173041
3684	0	-47.07038	-50.22458	3.154205	0.01304313	0.0130431	0.0130431	0.0130431	0.0130431	0.0130431	0.0130431
3685	1	-46.75876	-49.74701	2.988253	0.01730415	0.0173041	0.0173041	0.0173041	0.0173041	0.0173041	0.0173041
3686	0	-48.18049	-50.79389	2.613394	0.02692912	0.0269291	0.0269291	0.0269291	0.0269291	0.0269291	0.0269291
3687	1	-46.86136	-49.77612	2.91476	0.01919118	0.0191912	0.0191912	0.0191912	0.0191912	0.0191912	0.0191912
3688	0	-49.72736	-53.10257	3.375212	0.007368524	0.00736852	0.00736852	0.00736852	0.00736852	0.00736852	0.00736852
3689	1	-46.86136	-49.77612	2.91476	0.01919118	0.0191912	0.0191912	0.0191912	0.0191912	0.0191912	0.0191912
3690	0	-49.72736	-53.10257	3.375212	0.007368524	0.00736852	0.00736852	0.00736852	0.00736852	0.00736852	0.00736852
3691	1	-46.81158	-49.88768	3.076098	0.01504863	0.0150486	0.0150486	0.0150486	0.0150486	0.0150486	0.0150486
3692	0	-47.0939	-50.25283	3.158927	0.01292191	0.0129219	0.0129219	0.0129219	0.0129219	0.0129219	0.0129219
3693	1	-48.11972	-50.7432	2.623475	0.02667027	0.0266703	0.0266703	0.0266703	0.0266703	0.0266703	0.0266703
3694	0	-47.59263	-50.82378	3.231157	0.0110673	0.0110673	0.0110673	0.0110673	0.0110673	0.0110673	0.0110673
3695	1	-46.76116	-49.74554	2.984387	0.01740344	0.0174034	0.0174034	0.0174034	0.0174034	0.0174034	0.0174034
3696	0	-47.38831	-50.14966	2.76135	0.02313017	0.0231302	0.0231302	0.0231302	0.0231302	0.0231302	0.0231302
3697	1	-46.76116	-49.74554	2.984387	0.01740344	0.0174034	0.0174034	0.0174034	0.0174034	0.0174034	0.0174034
3698	0	-46.80827	-49.75129	2.943016	0.01846566	0.0184657	0.0184657	0.0184657	0.0184657	0.0184657	0.0184657
3699	1	-46.76116	-49.74554	2.984387	0.01740344	0.0174034	0.0174034	0.0174034	0.0174034	0.0174034	0.0174034
3700	0	-47.90728	-50.56725	2.659978	0.02573301	0.025733	0.025733	0.025733	0.025733	0.025733	0.025733
3701	1	-47.17846	-50.35291	3.174451	0.0125233	0.0125233	0.0125233	0.0125233	0.0125233	0.0125233	0.0125233
3702	0	-48.15858	-50.77559	2.617012	0.02683621	0.0268362	0.0268362	0.0268362	0.0268362	0.0268362	0.0268362
3703	1	-46.96843	-49.84113	2.872704	0.02027102	0.020271	0.020271	0.020271	0.020271	0.020271	0.020271
3704	0	-48.15858	-50.77559	2.617012	0.02683621	0.0268362	0.0268362	0.0268362	0.0268362	0.0268362	0.0268362
3705	1	-46.77339	-49.74317	2.969784	0.01777836	0.0177784	0.0177784	0.0177784	0.0177784	0.0177784	0.0177784
3706	0	-47.84085	-50.51271	2.671855	0.02542806	0.0254281	0.0254281	0.0254281	0.0254281	0.0254281	0.0254281
3707	1	-48.10058	-50.72726	2.626681	0.02658795	0.026588	0.026588	0.026588	0.026588	0.026588	0.026588
3708	0	-48.17657	-50.79061	2.61404	0.02691252	0.0269125	0.0269125	0.0269125	0.0269125	0.0269125	0.0269125
3709	1	-46.96716	-50.09774	3.130584	0.01364963	0.0136496	0.0136496	0.0136496	0.0136496	0.0136496	0.0136496
3710	0	-47.19197	-49.99964	2.807664	0.021941	0.021941	0.021941	0.021941	0.021941	0.021941	0.021941
3711	1	-46.91165	-50.0267	3.115046	0.01404858	0.0140486	0.0140486	0.0140486	0.0140486	0.0140486	0.0140486
3712	0	-47.19197	-49.99964	2.807664	0.021941	0.021941	0.021941	0.021941	0.021941	0.021941	0.021941
3713	1	-46.91165	-50.0267	3.115046	0.01404858	0.0140486	0.0140486	0.0140486	0.0140486	0.0140486	0.0140486
3714	0	-46.76725	-49.74363	2.976383	0.01760892	0.0176089	0.0176089	0.0176089	0.0176089	0.0176089	0.0176089
3715	1	-46.80787	-49.75114	2.94327	0.01845915	0.0184591	0.0184591	0.0184591	0.0184591	0.0184591	0.0184591
3716	0	-46.76034	-49.79615	3.035812	0.01608301	0.016083	0.016083	0.016083	0.016083	0.016083	0.016083
3717	1	-47.0858	-49.92202	2.836217	0.02120786	0.0212079	0.0212079	0.0212079	0.0212079	0.0212079	0.0212079
3718	0	-46.76034	-49.79615	3.035812	0.01608301	0.016083	0.016083	0.016083	0.016083	0.016083	0.016083
3719	1	-47.0858	-49.92202	2.836217	0.02120786	0.0212079	0.0212079	0.0212079	0.0212079	0.0212079	0.0212079
3720	0	-46.81879	-49.89857	3.079778	0.01495415	0.0149542	0.0149542	0.0149542	0.0149542	0.0149542	0.0149542
3721	1	-46.81778	-49.75504	2.937259	0.0186135	0.0186135	0.0186135	0.0186135	0.0186135	0.0186135	0.0186135
3722	0	-46.81879	-49.89857	3.079778	0.01495415	0.0149542	0.0149542	0.0149542	0.0149542	0.0149542	0.0149542
3723	1	-46.93335	-50.05479	3.121441	0.01388439	0.0138844	0.0138844	0.0138844	0.0138844	0.0138844	0.0138844
3724	0	-46.81879	-49.89857	3.079778	0.01495415	0.0149542	0.0149542	0.0149542	0.0149542	0.0149542	0.0149542
3725	1	-46.93335	-50.05479	3.121441	0.01388439	0.0138844	0.0138844	0.0138844	0.0138844	0.0138844	0.0138844
3726	0	-47.03142	-50.17733	3.145909	0.01325616	0.0132562	0.0132562	0.0132562	0.0132562	0.0132562	0.0132562
3727	1	-46.93335	-50.05479	3.121441	0.01388439	0.0138844	0.0138844	0.0138844	0.0138844	0.0138844	0.0138844
3728	0	-47.03765	-49.88805	2.850396	0.0208438	0.0208438	0.0208438	0.0208438	0.0208438	0.0208438	0.0208438
3729	1	-47.17425	-50.34797	3.173724	0.01254196	0.012542	0.012542	0.012542	0.012542	0.012542	0.012542
3730	0	-46.84862	-49.76945	2.92083	0.01903533	0.0190353	0.0190353	0.0190353	0.0190353	0.0190353	0.0190353
3731	1	-46.77187	-49.74319	2.971316	0.01773903	0.017739	0.017739	0.017739	0.017739	0.017739	0.017739
3732	0	-46.84862	-49.76945	2.92083	0.01903533	0.0190353	0.0190353	0.0190353	0.0190353	0.0190353	0.0190353
3733	1	-47.00627	-49.86645	2.860187	0.02059242	0.0205924	0.0205924	0.0205924	0.0205924	0.0205924	0.0205924
3734	0	-47.02981	-49.88261	2.852799	0.02078211	0.0207821	0.0207821	0.0207821	0.0207821	0.0207821	0.0207821
3735	1	-47.00627	-49.86645	2.860187	0.02059242	0.0205924	0.0205924	0.0205924	0.0205924	0.0205924	0.0205924
3736	0	-46.89799	-50.00876	3.110767	0.01415846	0.0141585	0.0141585	0.0141585	0.0141585	0.0141585	0.0141585
3737	1	-47.00627	-49.86645	2.860187	0.02059242	0.0205924	0.0205924	0.0205924	0.0205924	0.0205924	0.0205924
3738	0	-46.89799	-50.00876	3.110767	0.01415846	0.0141585	0.0141585	0.0141585	0.0141585	0.0141585	0.0141585
3739	1	-49.21943	-52.5704	3.350966	0.007991076	0.00799108	0.00799108	0.00799108	0.00799108	0.00799108	0.00799108
3740	0	-46.89799	-50.00876	3.110767	0.01415846	0.0141585	0.0141585	0.0141585	0.0141585	0.0141585	0.0141585
3741	1	-47.14348	-50.31176	3.168278	0.01268181	0.0126818	0.0126818	0.0126818	0.0126818	0.0126818	0.0126818
3742	0	-46.85412	-49.94937	3.09525	0.01455688	0.0145569	0.0145569	0.0145569	0.0145569	0.0145569	0.0145569
3743	1	-47.14348	-50.31176	3.168278	0.01268181	0.0126818	0.0126818	0.0126818	0.0126818	0.0126818	0.0126818
3744	0	-46.77505	-49.74321	2.968163	0.01781998	0.01782	0.01782	0.01782	0.01782	0.01782	0.01782
3745	1	-47.14348	-50.31176	3.168278	0.01268181	0.0126818	0.0126818	0.0126818	0.0126818	0.0126818	0.0126818
3746	0	-46.75283	-49.77114	3.018317	0.01653224	0.0165322	0.0165322	0.0165322	0.0165322	0.0165322	0.0165322
3747	1	-46.76811	-49.8135	3.045397	0.01583693	0.0158369	0.0158369	0.0158369	0.0158369	0.0158369	0.0158369
3748	0	-46.75283	-49.77114	3.018317	0.01653224	0.0165322	0.0165322	0.0165322	0.0165322	0.0165322	0.0165322
3749	1	-48.10052	-51.37979	3.279271	0.00983191	0.00983191	0.00983191	0.00983191	0.00983191	0.00983191	0.00983191
3750	0	-47.57778	-50.29948	2.721703	0.02414816	0.0241482	0.0241482	0.0241482	0.0241482	0.0241482	0.0241482
3751	1	-50.21927	-53.61486	3.395594	0.006845178	0.00684518	0.00684518	0.00684518	0.00684518	0.00684518	0.00684518
3752	0	-46.75783	-49.74777	2.989941	0.01726081	0.0172608	0.0172608	0.0172608	0.0172608	0.0172608	0.0172608
3753	1	-46.80328	-49.87483	3.071552	0.01516535	0.0151653	0.0151653	0.0151653	0.0151653	0.0151653	0.0151653
