Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
23284	-46.78219	-49.74395	2.961759	0.01798442	0.0179844	0.0179844	0.0179844	0.0179844	0.0179844	0.0179844
23285	-46.78219	-49.74395	2.961759	0.01798442	0.0179844	0.0179844	0.0179844	0.0179844	0.0179844	0.0179844
23286	-46.83647	-49.92443	3.087966	0.01474391	0.0147439	0.0147439	0.0147439	0.0147439	0.0147439	0.0147439
23287	-46.83647	-49.92443	3.087966	0.01474391	0.0147439	0.0147439	0.0147439	0.0147439	0.0147439	0.0147439
23288	-46.7637	-49.80406	3.040362	0.01596619	0.0159662	0.0159662	0.0159662	0.0159662	0.0159662	0.0159662
23289	-47.21849	-50.39964	3.181149	0.01235132	0.0123513	0.0123513	0.0123513	0.0123513	0.0123513	0.0123513
23290	-47.54858	-50.27615	2.727571	0.02399749	0.0239975	0.0239975	0.0239975	0.0239975	0.0239975	0.0239975
23291	-47.54858	-50.27615	2.727571	0.02399749	0.0239975	0.0239975	0.0239975	0.0239975	0.0239975	0.0239975
23292	-47.54858	-50.27615	2.727571	0.02399749	0.0239975	0.0239975	0.0239975	0.0239975	0.0239975	0.0239975
23293	-47.06316	-50.21588	3.152715	0.01308139	0.0130814	0.0130814	0.0130814	0.0130814	0.0130814	0.0130814
23294	-46.76556	-49.74397	2.978414	0.01755679	0.0175568	0.0175568	0.0175568	0.0175568	0.0175568	0.0175568
23295	-47.64757	-50.35555	2.70798	0.0245005	0.0245005	0.0245005	0.0245005	0.0245005	0.0245005	0.0245005
23296	-47.35447	-50.12335	2.768883	0.02293676	0.0229368	0.0229368	0.0229368	0.0229368	0.0229368	0.0229368
23297	-47.29442	-50.07709	2.782665	0.02258287	0.0225829	0.0225829	0.0225829	0.0225829	0.0225829	0.0225829
23298	-47.29442	-50.07709	2.782665	0.02258287	0.0225829	0.0225829	0.0225829	0.0225829	0.0225829	0.0225829
23299	-47.29442	-50.07709	2.782665	0.02258287	0.0225829	0.0225829	0.0225829	0.0225829	0.0225829	0.0225829
23300	-49.05413	-51.53477	2.480643	0.03033766	0.0303377	0.0303377	0.0303377	0.0303377	0.0303377	0.0303377
23301	-46.80155	-49.74892	2.947361	0.01835411	0.0183541	0.0183541	0.0183541	0.0183541	0.0183541	0.0183541
23302	-46.76067	-49.7458	2.985131	0.01738432	0.0173843	0.0173843	0.0173843	0.0173843	0.0173843	0.0173843
23303	-47.56417	-50.2886	2.724427	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782
23304	-47.56417	-50.2886	2.724427	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782
23305	-47.56417	-50.2886	2.724427	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782	0.0240782
23306	-46.83084	-49.91631	3.085469	0.01480803	0.014808	0.014808	0.014808	0.014808	0.014808	0.014808
23307	-46.83084	-49.91631	3.085469	0.01480803	0.014808	0.014808	0.014808	0.014808	0.014808	0.014808
23308	-48.6449	-51.18533	2.540431	0.02880253	0.0288025	0.0288025	0.0288025	0.0288025	0.0288025	0.0288025
23309	-46.79046	-49.85414	3.063677	0.01536756	0.0153676	0.0153676	0.0153676	0.0153676	0.0153676	0.0153676
23310	-47.23385	-50.03104	2.797191	0.02220991	0.0222099	0.0222099	0.0222099	0.0222099	0.0222099	0.0222099
23311	-48.29834	-50.89258	2.594238	0.02742098	0.027421	0.027421	0.027421	0.027421	0.027421	0.027421
23312	-46.81871	-49.75543	2.936714	0.0186275	0.0186275	0.0186275	0.0186275	0.0186275	0.0186275	0.0186275
23313	-47.01116	-50.15248	3.141322	0.01337393	0.0133739	0.0133739	0.0133739	0.0133739	0.0133739	0.0133739
23314	-47.11718	-50.28059	3.163411	0.01280675	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068
23315	-47.11718	-50.28059	3.163411	0.01280675	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068
23316	-47.11718	-50.28059	3.163411	0.01280675	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068
23317	-47.11718	-50.28059	3.163411	0.01280675	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068	0.0128068
23318	-47.08191	-49.91924	2.837331	0.02117927	0.0211793	0.0211793	0.0211793	0.0211793	0.0211793	0.0211793
23319	-46.97454	-50.10701	3.132469	0.01360123	0.0136012	0.0136012	0.0136012	0.0136012	0.0136012	0.0136012
23320	-46.83585	-49.76314	2.927289	0.01886948	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695
23321	-46.83585	-49.76314	2.927289	0.01886948	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695
23322	-46.83585	-49.76314	2.927289	0.01886948	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695
23323	-46.83585	-49.76314	2.927289	0.01886948	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695
23324	-46.83585	-49.76314	2.927289	0.01886948	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695	0.0188695
23325	-46.80661	-49.75068	2.944064	0.01843876	0.0184388	0.0184388	0.0184388	0.0184388	0.0184388	0.0184388
23326	-48.29004	-50.88561	2.595572	0.02738672	0.0273867	0.0273867	0.0273867	0.0273867	0.0273867	0.0273867
23327	-46.81953	-49.75577	2.936243	0.01863958	0.0186396	0.0186396	0.0186396	0.0186396	0.0186396	0.0186396
23328	-46.81867	-49.75541	2.936739	0.01862684	0.0186268	0.0186268	0.0186268	0.0186268	0.0186268	0.0186268
23329	-48.09038	-50.71878	2.628395	0.02654395	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439
23330	-48.09038	-50.71878	2.628395	0.02654395	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439
23331	-48.09038	-50.71878	2.628395	0.02654395	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439
23332	-48.09038	-50.71878	2.628395	0.02654395	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439	0.0265439
23333	-46.80864	-49.88317	3.074529	0.01508891	0.0150889	0.0150889	0.0150889	0.0150889	0.0150889	0.0150889
23334	-48.47056	-51.03763	2.567072	0.02811849	0.0281185	0.0281185	0.0281185	0.0281185	0.0281185	0.0281185
23335	-46.75243	-49.75878	3.006354	0.01683939	0.0168394	0.0168394	0.0168394	0.0168394	0.0168394	0.0168394
23336	-46.77507	-49.74321	2.968147	0.01782041	0.0178204	0.0178204	0.0178204	0.0178204	0.0178204	0.0178204
23337	-47.93973	-51.20537	3.265636	0.01018201	0.010182	0.010182	0.010182	0.010182	0.010182	0.010182
23338	-47.93973	-51.20537	3.265636	0.01018201	0.010182	0.010182	0.010182	0.010182	0.010182	0.010182
23339	-46.80406	-49.87606	3.071998	0.01515391	0.0151539	0.0151539	0.0151539	0.0151539	0.0151539	0.0151539
23340	-46.80406	-49.87606	3.071998	0.01515391	0.0151539	0.0151539	0.0151539	0.0151539	0.0151539	0.0151539
23341	-46.80406	-49.87606	3.071998	0.01515391	0.0151539	0.0151539	0.0151539	0.0151539	0.0151539	0.0151539
23342	-47.51366	-50.24835	2.734695	0.02381457	0.0238146	0.0238146	0.0238146	0.0238146	0.0238146	0.0238146
23343	-49.51201	-51.92927	2.417261	0.03196507	0.0319651	0.0319651	0.0319651	0.0319651	0.0319651	0.0319651
23344	-47.06241	-49.9054	2.842992	0.02103392	0.0210339	0.0210339	0.0210339	0.0210339	0.0210339	0.0210339
23345	-46.95177	-50.07831	3.126534	0.01375363	0.0137536	0.0137536	0.0137536	0.0137536	0.0137536	0.0137536
23346	-46.95177	-50.07831	3.126534	0.01375363	0.0137536	0.0137536	0.0137536	0.0137536	0.0137536	0.0137536
23347	-46.80536	-49.87809	3.072728	0.01513517	0.0151352	0.0151352	0.0151352	0.0151352	0.0151352	0.0151352
23348	-46.80536	-49.87809	3.072728	0.01513517	0.0151352	0.0151352	0.0151352	0.0151352	0.0151352	0.0151352
23349	-47.28713	-50.47898	3.191854	0.01207646	0.0120765	0.0120765	0.0120765	0.0120765	0.0120765	0.0120765
23350	-47.28713	-50.47898	3.191854	0.01207646	0.0120765	0.0120765	0.0120765	0.0120765	0.0120765	0.0120765
23351	-48.71149	-52.03383	3.322346	0.008725908	0.00872591	0.00872591	0.00872591	0.00872591	0.00872591	0.00872591
23352	-46.85882	-49.95589	3.097071	0.01451012	0.0145101	0.0145101	0.0145101	0.0145101	0.0145101	0.0145101
23353	-47.15506	-49.97229	2.817234	0.02169527	0.0216953	0.0216953	0.0216953	0.0216953	0.0216953	0.0216953
23354	-46.75863	-49.74711	2.988479	0.01729836	0.0172984	0.0172984	0.0172984	0.0172984	0.0172984	0.0172984
23355	-46.78074	-49.83744	3.056704	0.01554661	0.0155466	0.0155466	0.0155466	0.0155466	0.0155466	0.0155466
23356	-46.75325	-49.75503	3.001778	0.01695689	0.0169569	0.0169569	0.0169569	0.0169569	0.0169569	0.0169569
23357	-46.75965	-49.7464	2.98675	0.01734274	0.0173427	0.0173427	0.0173427	0.0173427	0.0173427	0.0173427
23358	-46.75965	-49.7464	2.98675	0.01734274	0.0173427	0.0173427	0.0173427	0.0173427	0.0173427	0.0173427
23359	-46.76664	-49.81045	3.04381	0.01587767	0.0158777	0.0158777	0.0158777	0.0158777	0.0158777	0.0158777
23360	-46.78807	-49.74509	2.957018	0.01810616	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062
23361	-46.78807	-49.74509	2.957018	0.01810616	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062	0.0181062
23362	-46.75248	-49.75843	3.005954	0.01684967	0.0168497	0.0168497	0.0168497	0.0168497	0.0168497	0.0168497
23363	-47.89005	-50.55309	2.663034	0.02565454	0.0256545	0.0256545	0.0256545	0.0256545	0.0256545	0.0256545
23364	-47.89005	-50.55309	2.663034	0.02565454	0.0256545	0.0256545	0.0256545	0.0256545	0.0256545	0.0256545
23365	-46.77604	-49.74326	2.967221	0.01784419	0.0178442	0.0178442	0.0178442	0.0178442	0.0178442	0.0178442
23366	-46.77604	-49.74326	2.967221	0.01784419	0.0178442	0.0178442	0.0178442	0.0178442	0.0178442	0.0178442
23367	-50.73879	-54.15334	3.414548	0.006358525	0.00635852	0.00635852	0.00635852	0.00635852	0.00635852	0.00635852
23368	-50.29869	-53.69734	3.398648	0.00676677	0.00676677	0.00676677	0.00676677	0.00676677	0.00676677	0.00676677
23369	-50.29869	-53.69734	3.398648	0.00676677	0.00676677	0.00676677	0.00676677	0.00676677	0.00676677	0.00676677
23370	-47.88528	-51.146	3.260727	0.01030806	0.0103081	0.0103081	0.0103081	0.0103081	0.0103081	0.0103081
23371	-48.18125	-50.79452	2.61327	0.0269323	0.0269323	0.0269323	0.0269323	0.0269323	0.0269323	0.0269323
23372	-47.79447	-50.47477	2.6803	0.02521121	0.0252112	0.0252112	0.0252112	0.0252112	0.0252112	0.0252112
23373	-46.78751	-49.74496	2.957454	0.01809497	0.018095	0.018095	0.018095	0.018095	0.018095	0.018095
23374	-46.78751	-49.74496	2.957454	0.01809497	0.018095	0.018095	0.018095	0.018095	0.018095	0.018095
23375	-46.78751	-49.74496	2.957454	0.01809497	0.018095	0.018095	0.018095	0.018095	0.018095	0.018095
23376	-46.97352	-49.84449	2.870968	0.02031559	0.0203156	0.0203156	0.0203156	0.0203156	0.0203156	0.0203156
23377	-46.97352	-49.84449	2.870968	0.02031559	0.0203156	0.0203156	0.0203156	0.0203156	0.0203156	0.0203156
23378	-46.97352	-49.84449	2.870968	0.02031559	0.0203156	0.0203156	0.0203156	0.0203156	0.0203156	0.0203156
23379	-46.75382	-49.75346	2.999634	0.01701194	0.0170119	0.0170119	0.0170119	0.0170119	0.0170119	0.0170119
23380	-46.948	-50.07351	3.125513	0.01377985	0.0137799	0.0137799	0.0137799	0.0137799	0.0137799	0.0137799
23381	-47.34051	-50.54012	3.199602	0.01187751	0.0118775	0.0118775	0.0118775	0.0118775	0.0118775	0.0118775
23382	-46.75297	-49.77202	3.01905	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134
23383	-46.75297	-49.77202	3.01905	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134
23384	-46.75297	-49.77202	3.01905	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134
23385	-46.75297	-49.77202	3.01905	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134	0.0165134
23386	-46.78776	-49.74502	2.957256	0.01810005	0.0181	0.0181	0.0181	0.0181	0.0181	0.0181
23387	-46.78776	-49.74502	2.957256	0.01810005	0.0181	0.0181	0.0181	0.0181	0.0181	0.0181
23388	-47.60136	-50.8335	3.232132	0.01104227	0.0110423	0.0110423	0.0110423	0.0110423	0.0110423	0.0110423
23389	-46.94838	-49.8281	2.879718	0.02009093	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909
23390	-46.94838	-49.8281	2.879718	0.02009093	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909
23391	-46.94838	-49.8281	2.879718	0.02009093	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909
23392	-46.94838	-49.8281	2.879718	0.02009093	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909
23393	-46.94838	-49.8281	2.879718	0.02009093	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909	0.0200909
23394	-46.76405	-49.74438	2.98033	0.0175076	0.0175076	0.0175076	0.0175076	0.0175076	0.0175076	0.0175076
23395	-46.83481	-49.92206	3.087242	0.0147625	0.0147625	0.0147625	0.0147625	0.0147625	0.0147625	0.0147625
23396	-46.88406	-49.99022	3.106162	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767
23397	-46.88406	-49.99022	3.106162	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767
23398	-46.88406	-49.99022	3.106162	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767
23399	-46.88406	-49.99022	3.106162	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767
23400	-46.88406	-49.99022	3.106162	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767	0.0142767
23401	-47.53378	-50.26436	2.730575	0.02392035	0.0239204	0.0239204	0.0239204	0.0239204	0.0239204	0.0239204
23402	-47.53378	-50.26436	2.730575	0.02392035	0.0239204	0.0239204	0.0239204	0.0239204	0.0239204	0.0239204
23403	-46.84563	-49.76793	2.922305	0.01899745	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974
23404	-46.84563	-49.76793	2.922305	0.01899745	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974
23405	-46.84563	-49.76793	2.922305	0.01899745	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974
23406	-46.84563	-49.76793	2.922305	0.01899745	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974
23407	-46.84563	-49.76793	2.922305	0.01899745	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974	0.0189974
23408	-47.63631	-50.87228	3.235968	0.01094377	0.0109438	0.0109438	0.0109438	0.0109438	0.0109438	0.0109438
23409	-48.32931	-51.62612	3.296811	0.009381568	0.00938157	0.00938157	0.00938157	0.00938157	0.00938157	0.00938157
23410	-47.30522	-50.08537	2.780143	0.02264763	0.0226476	0.0226476	0.0226476	0.0226476	0.0226476	0.0226476
23411	-47.18494	-49.9944	2.809462	0.02189485	0.0218948	0.0218948	0.0218948	0.0218948	0.0218948	0.0218948
23412	-46.78519	-49.84522	3.060031	0.01546117	0.0154612	0.0154612	0.0154612	0.0154612	0.0154612	0.0154612
23413	-46.78519	-49.84522	3.060031	0.01546117	0.0154612	0.0154612	0.0154612	0.0154612	0.0154612	0.0154612
23414	-47.27659	-50.06346	2.786871	0.02247488	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749
23415	-47.27659	-50.06346	2.786871	0.02247488	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749
23416	-47.27659	-50.06346	2.786871	0.02247488	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749
23417	-47.27659	-50.06346	2.786871	0.02247488	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749
23418	-47.27659	-50.06346	2.786871	0.02247488	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749	0.0224749
23419	-47.74195	-50.43197	2.690024	0.02496154	0.0249615	0.0249615	0.0249615	0.0249615	0.0249615	0.0249615
23420	-47.14513	-49.965	2.819868	0.02162764	0.0216276	0.0216276	0.0216276	0.0216276	0.0216276	0.0216276
23421	-46.86354	-49.7773	2.913753	0.01921704	0.019217	0.019217	0.019217	0.019217	0.019217	0.019217
23422	-46.99063	-49.85588	2.865257	0.02046224	0.0204622	0.0204622	0.0204622	0.0204622	0.0204622	0.0204622
23423	-46.99063	-49.85588	2.865257	0.02046224	0.0204622	0.0204622	0.0204622	0.0204622	0.0204622	0.0204622
23424	-46.80108	-49.74876	2.947677	0.018346	0.018346	0.018346	0.018346	0.018346	0.018346	0.018346
23425	-46.99472	-49.85864	2.863916	0.02049665	0.0204967	0.0204967	0.0204967	0.0204967	0.0204967	0.0204967
23426	-46.99472	-49.85864	2.863916	0.02049665	0.0204967	0.0204967	0.0204967	0.0204967	0.0204967	0.0204967
23427	-46.79803	-49.74778	2.949755	0.01829265	0.0182927	0.0182927	0.0182927	0.0182927	0.0182927	0.0182927
23428	-46.75282	-49.7711	3.018283	0.01653311	0.0165331	0.0165331	0.0165331	0.0165331	0.0165331	0.0165331
23429	-46.76565	-49.80836	3.042703	0.0159061	0.0159061	0.0159061	0.0159061	0.0159061	0.0159061	0.0159061
23430	-47.09152	-50.24998	3.158458	0.01293395	0.012934	0.012934	0.012934	0.012934	0.012934	0.012934
23431	-47.09152	-50.24998	3.158458	0.01293395	0.012934	0.012934	0.012934	0.012934	0.012934	0.012934
23432	-47.51831	-50.25205	2.733738	0.02383913	0.0238391	0.0238391	0.0238391	0.0238391	0.0238391	0.0238391
23433	-48.38276	-50.96357	2.580806	0.02776585	0.0277658	0.0277658	0.0277658	0.0277658	0.0277658	0.0277658
23434	-47.12518	-49.95043	2.825245	0.0214896	0.0214896	0.0214896	0.0214896	0.0214896	0.0214896	0.0214896
23435	-47.02246	-49.87754	2.855076	0.02072365	0.0207237	0.0207237	0.0207237	0.0207237	0.0207237	0.0207237
23436	-48.18274	-50.79576	2.613025	0.0269386	0.0269386	0.0269386	0.0269386	0.0269386	0.0269386	0.0269386
23437	-47.53048	-50.7545	3.224019	0.01125057	0.0112506	0.0112506	0.0112506	0.0112506	0.0112506	0.0112506
23438	-47.53048	-50.7545	3.224019	0.01125057	0.0112506	0.0112506	0.0112506	0.0112506	0.0112506	0.0112506
23439	-46.84556	-49.93737	3.091813	0.01464513	0.0146451	0.0146451	0.0146451	0.0146451	0.0146451	0.0146451
23440	-46.7966	-49.74735	2.950744	0.01826726	0.0182673	0.0182673	0.0182673	0.0182673	0.0182673	0.0182673
23441	-47.22625	-50.02532	2.799064	0.02216183	0.0221618	0.0221618	0.0221618	0.0221618	0.0221618	0.0221618
23442	-46.86699	-49.77917	2.912183	0.01925736	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574
23443	-46.86699	-49.77917	2.912183	0.01925736	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574
23444	-46.86699	-49.77917	2.912183	0.01925736	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574
23445	-46.86699	-49.77917	2.912183	0.01925736	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574
23446	-46.86699	-49.77917	2.912183	0.01925736	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574
23447	-46.86699	-49.77917	2.912183	0.01925736	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574	0.0192574
23448	-46.8154	-49.75406	2.938661	0.01857751	0.0185775	0.0185775	0.0185775	0.0185775	0.0185775	0.0185775
23449	-47.63073	-50.34198	2.711254	0.02441645	0.0244165	0.0244165	0.0244165	0.0244165	0.0244165	0.0244165
23450	-47.63073	-50.34198	2.711254	0.02441645	0.0244165	0.0244165	0.0244165	0.0244165	0.0244165	0.0244165
23451	-47.39266	-50.59941	3.206753	0.0116939	0.0116939	0.0116939	0.0116939	0.0116939	0.0116939	0.0116939
23452	-47.39266	-50.59941	3.206753	0.0116939	0.0116939	0.0116939	0.0116939	0.0116939	0.0116939	0.0116939
23453	-46.89873	-50.00974	3.111005	0.01415236	0.0141524	0.0141524	0.0141524	0.0141524	0.0141524	0.0141524
23454	-46.89873	-50.00974	3.111005	0.01415236	0.0141524	0.0141524	0.0141524	0.0141524	0.0141524	0.0141524
23455	-46.89873	-50.00974	3.111005	0.01415236	0.0141524	0.0141524	0.0141524	0.0141524	0.0141524	0.0141524
23456	-46.76276	-49.80193	3.039172	0.01599675	0.0159968	0.0159968	0.0159968	0.0159968	0.0159968	0.0159968
23457	-46.76276	-49.80193	3.039172	0.01599675	0.0159968	0.0159968	0.0159968	0.0159968	0.0159968	0.0159968
23458	-46.94387	-50.06825	3.124382	0.01380888	0.0138089	0.0138089	0.0138089	0.0138089	0.0138089	0.0138089
23459	-47.64943	-50.35705	2.70762	0.02450976	0.0245098	0.0245098	0.0245098	0.0245098	0.0245098	0.0245098
23460	-46.78617	-49.74468	2.958511	0.01806781	0.0180678	0.0180678	0.0180678	0.0180678	0.0180678	0.0180678
23461	-48.20426	-50.81375	2.609489	0.02702937	0.0270294	0.0270294	0.0270294	0.0270294	0.0270294	0.0270294
23462	-46.75231	-49.76704	3.01473	0.01662433	0.0166243	0.0166243	0.0166243	0.0166243	0.0166243	0.0166243
23463	-46.75231	-49.76704	3.01473	0.01662433	0.0166243	0.0166243	0.0166243	0.0166243	0.0166243	0.0166243
23464	-46.75231	-49.76704	3.01473	0.01662433	0.0166243	0.0166243	0.0166243	0.0166243	0.0166243	0.0166243
23465	-50.28217	-52.59872	2.316547	0.03455101	0.034551	0.034551	0.034551	0.034551	0.034551	0.034551
23466	-46.85337	-49.94832	3.094955	0.01456444	0.0145644	0.0145644	0.0145644	0.0145644	0.0145644	0.0145644
23467	-46.85337	-49.94832	3.094955	0.01456444	0.0145644	0.0145644	0.0145644	0.0145644	0.0145644	0.0145644
23468	-46.85337	-49.94832	3.094955	0.01456444	0.0145644	0.0145644	0.0145644	0.0145644	0.0145644	0.0145644
23469	-46.93635	-50.05864	3.12229	0.01386261	0.0138626	0.0138626	0.0138626	0.0138626	0.0138626	0.0138626
23470	-48.00691	-50.64951	2.642598	0.02617928	0.0261793	0.0261793	0.0261793	0.0261793	0.0261793	0.0261793
23471	-47.40995	-50.16657	2.756614	0.02325177	0.0232518	0.0232518	0.0232518	0.0232518	0.0232518	0.0232518
23472	-46.83174	-49.7612	2.92946	0.01881374	0.0188137	0.0188137	0.0188137	0.0188137	0.0188137	0.0188137
23473	-46.83174	-49.7612	2.92946	0.01881374	0.0188137	0.0188137	0.0188137	0.0188137	0.0188137	0.0188137
23474	-46.75686	-49.7487	2.991837	0.01721214	0.0172121	0.0172121	0.0172121	0.0172121	0.0172121	0.0172121
23475	-49.43611	-52.79788	3.361766	0.007713773	0.00771377	0.00771377	0.00771377	0.00771377	0.00771377	0.00771377
23476	-49.38948	-52.74898	3.359502	0.007771882	0.00777188	0.00777188	0.00777188	0.00777188	0.00777188	0.00777188
23477	-49.51917	-52.88489	3.365718	0.007612284	0.00761228	0.00761228	0.00761228	0.00761228	0.00761228	0.00761228
23478	-48.45425	-51.75987	3.30562	0.009155377	0.00915538	0.00915538	0.00915538	0.00915538	0.00915538	0.00915538
23479	-46.98772	-49.85393	2.866216	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376
23480	-46.98772	-49.85393	2.866216	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376
23481	-46.98772	-49.85393	2.866216	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376	0.0204376
23482	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23483	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23484	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23485	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23486	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23487	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23488	-46.83934	-49.76482	2.925481	0.01891591	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159	0.0189159
23489	-47.04236	-49.89133	2.848967	0.0208805	0.0208805	0.0208805	0.0208805	0.0208805	0.0208805	0.0208805
23490	-47.04492	-50.19378	3.148856	0.01318049	0.0131805	0.0131805	0.0131805	0.0131805	0.0131805	0.0131805
23491	-46.79182	-49.8564	3.064574	0.01534452	0.0153445	0.0153445	0.0153445	0.0153445	0.0153445	0.0153445
23492	-47.0438	-50.19242	3.148615	0.01318666	0.0131867	0.0131867	0.0131867	0.0131867	0.0131867	0.0131867
23493	-46.76115	-49.79813	3.036982	0.016053	0.016053	0.016053	0.016053	0.016053	0.016053	0.016053
23494	-46.75248	-49.76868	3.016195	0.0165867	0.0165867	0.0165867	0.0165867	0.0165867	0.0165867	0.0165867
23495	-46.75248	-49.76868	3.016195	0.0165867	0.0165867	0.0165867	0.0165867	0.0165867	0.0165867	0.0165867
23496	-46.85937	-49.95665	3.097282	0.01450472	0.0145047	0.0145047	0.0145047	0.0145047	0.0145047	0.0145047
23497	-46.81424	-49.75359	2.939353	0.01855972	0.0185597	0.0185597	0.0185597	0.0185597	0.0185597	0.0185597
23498	-47.49252	-50.23159	2.739066	0.02370234	0.0237023	0.0237023	0.0237023	0.0237023	0.0237023	0.0237023
23499	-47.09454	-49.92828	2.833738	0.02127151	0.0212715	0.0212715	0.0212715	0.0212715	0.0212715	0.0212715
23500	-48.81601	-51.33101	2.515008	0.0294553	0.0294553	0.0294553	0.0294553	0.0294553	0.0294553	0.0294553
23501	-47.09548	-49.92895	2.833473	0.02127832	0.0212783	0.0212783	0.0212783	0.0212783	0.0212783	0.0212783
23502	-47.09548	-49.92895	2.833473	0.02127832	0.0212783	0.0212783	0.0212783	0.0212783	0.0212783	0.0212783
23503	-47.09548	-49.92895	2.833473	0.02127832	0.0212783	0.0212783	0.0212783	0.0212783	0.0212783	0.0212783
23504	-48.2502	-51.54117	3.290967	0.009531624	0.00953162	0.00953162	0.00953162	0.00953162	0.00953162	0.00953162
23505	-46.90134	-49.79887	2.897536	0.01963343	0.0196334	0.0196334	0.0196334	0.0196334	0.0196334	0.0196334
23506	-46.90134	-49.79887	2.897536	0.01963343	0.0196334	0.0196334	0.0196334	0.0196334	0.0196334	0.0196334
23507	-48.2202	-50.82709	2.606883	0.02709628	0.0270963	0.0270963	0.0270963	0.0270963	0.0270963	0.0270963
23508	-48.4551	-51.02457	2.569474	0.02805681	0.0280568	0.0280568	0.0280568	0.0280568	0.0280568	0.0280568
23509	-46.79376	-49.74653	2.952767	0.0182153	0.0182153	0.0182153	0.0182153	0.0182153	0.0182153	0.0182153
