Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	er[3][3]	er[4][4]	er[5][5]	extirpation_rate	rate_bg
2340	-420.7413	-420.6198	-0.1214852	1.454281	1.454281	1.454281	1.454281	1.454281	1.454281	0.02722464
2350	-420.4347	-420.931	0.4962901	1.138007	1.138007	1.138007	1.138007	1.138007	1.138007	0.02714758
2360	-421.0425	-421.2033	0.1608157	1.265092	1.265092	1.265092	1.265092	1.265092	1.265092	0.02998817
2370	-423.1799	-421.4852	-1.694684	2.118373	2.118373	2.118373	2.118373	2.118373	2.118373	0.03203045
2380	-420.7235	-420.6398	-0.08376106	1.425428	1.425428	1.425428	1.425428	1.425428	1.425428	0.02781776
2390	-421.525	-420.7938	-0.7312279	1.772481	1.772481	1.772481	1.772481	1.772481	1.772481	0.02559356
2400	-420.8412	-421.8058	0.9646578	0.7309977	0.7309977	0.7309977	0.7309977	0.7309977	0.7309977	0.02804784
2410	-422.8644	-423.3832	0.5188683	1.247615	1.247615	1.247615	1.247615	1.247615	1.247615	0.02167835
2420	-420.6592	-420.6623	0.00306329	1.392527	1.392527	1.392527	1.392527	1.392527	1.392527	0.02727301
2430	-420.6	-420.7044	0.1043526	1.339233	1.339233	1.339233	1.339233	1.339233	1.339233	0.02743398
2440	-420.7102	-421.0835	0.3732301	1.168976	1.168976	1.168976	1.168976	1.168976	1.168976	0.02904214
2450	-421.0676	-422.0211	0.9535431	0.6933224	0.6933224	0.6933224	0.6933224	0.6933224	0.6933224	0.0285734
2460	-421.6301	-422.6225	0.9924164	0.5401413	0.5401413	0.5401413	0.5401413	0.5401413	0.5401413	0.02447535
2470	-421.7087	-420.9395	-0.7692171	1.709761	1.709761	1.709761	1.709761	1.709761	1.709761	0.03039442
2480	-422.9866	-423.3518	0.3651693	1.326644	1.326644	1.326644	1.326644	1.326644	1.326644	0.02167132
2490	-421.5748	-420.7289	-0.8459168	1.821974	1.821974	1.821974	1.821974	1.821974	1.821974	0.02582001
2500	-421.3387	-421.6519	0.3131961	1.169556	1.169556	1.169556	1.169556	1.169556	1.169556	0.03080654
2510	-423.6575	-422.0233	-1.634246	2.07449	2.07449	2.07449	2.07449	2.07449	2.07449	0.03310311
2520	-420.5771	-421.4546	0.8775067	0.9373223	0.9373223	0.9373223	0.9373223	0.9373223	0.9373223	0.02543505
2530	-421.1385	-420.6943	-0.4441845	1.629381	1.629381	1.629381	1.629381	1.629381	1.629381	0.02605284
2540	-421.837	-421.4916	-0.3454186	1.493044	1.493044	1.493044	1.493044	1.493044	1.493044	0.0314314
2550	-421.5628	-422.7054	1.142585	0.6599131	0.6599131	0.6599131	0.6599131	0.6599131	0.6599131	0.02357727
2560	-421.2827	-420.5999	-0.6827424	1.734888	1.734888	1.734888	1.734888	1.734888	1.734888	0.02642141
2570	-420.4222	-421.0343	0.6121352	1.06589	1.06589	1.06589	1.06589	1.06589	1.06589	0.02735579
2580	-421.2283	-420.9458	-0.2824691	1.568071	1.568071	1.568071	1.568071	1.568071	1.568071	0.02522657
2590	-420.5036	-421.4331	0.9295016	0.868201	0.868201	0.868201	0.868201	0.868201	0.868201	0.02624483
2600	-420.8627	-421.9306	1.067891	0.7684559	0.7684559	0.7684559	0.7684559	0.7684559	0.7684559	0.02486246
2610	-420.7862	-421.7385	0.9523185	0.7574229	0.7574229	0.7574229	0.7574229	0.7574229	0.7574229	0.02807756
2620	-421.0069	-420.7878	-0.2190892	1.527063	1.527063	1.527063	1.527063	1.527063	1.527063	0.02580445
2630	-420.7559	-421.7737	1.017793	0.7059627	0.7059627	0.7059627	0.7059627	0.7059627	0.7059627	0.02676088
2640	-420.8219	-421.2778	0.4558857	1.1142	1.1142	1.1142	1.1142	1.1142	1.1142	0.02947208
2650	-422.0828	-420.5345	-1.548316	2.125997	2.125997	2.125997	2.125997	2.125997	2.125997	0.02722448
2660	-421.5816	-422.579	0.9974555	0.5450772	0.5450772	0.5450772	0.5450772	0.5450772	0.5450772	0.02456268
2670	-425.9337	-426.7218	0.7881023	0.4100637	0.4100637	0.4100637	0.4100637	0.4100637	0.4100637	0.01977945
2680	-420.6398	-420.7276	0.08777853	1.336974	1.336974	1.336974	1.336974	1.336974	1.336974	0.02801825
2690	-420.6706	-420.6785	0.007940595	1.396593	1.396593	1.396593	1.396593	1.396593	1.396593	0.02691726
2700	-421.8093	-422.8849	1.075613	0.5718883	0.5718883	0.5718883	0.5718883	0.5718883	0.5718883	0.02364107
2710	-420.9002	-421.0068	0.1066053	1.301938	1.301938	1.301938	1.301938	1.301938	1.301938	0.02946782
2720	-421.8951	-420.8763	-1.018767	1.827506	1.827506	1.827506	1.827506	1.827506	1.827506	0.03033065
2730	-420.8735	-421.8604	0.9868686	0.6915398	0.6915398	0.6915398	0.6915398	0.6915398	0.6915398	0.02763899
2740	-421.322	-420.7972	-0.5247834	1.675339	1.675339	1.675339	1.675339	1.675339	1.675339	0.02561399
2750	-421.1492	-420.4988	-0.6504564	1.700238	1.700238	1.700238	1.700238	1.700238	1.700238	0.02754432
2760	-424.3266	-421.0706	-3.256076	2.945225	2.945225	2.945225	2.945225	2.945225	2.945225	0.02785798
2770	-421.0878	-422.1935	1.105668	0.6996065	0.6996065	0.6996065	0.6996065	0.6996065	0.6996065	0.02452941
2780	-420.6932	-421.0245	0.3312359	1.25979	1.25979	1.25979	1.25979	1.25979	1.25979	0.02554899
2790	-421.3573	-421.6123	0.2549402	1.331664	1.331664	1.331664	1.331664	1.331664	1.331664	0.02395686
2800	-420.4926	-420.8542	0.3616569	1.202028	1.202028	1.202028	1.202028	1.202028	1.202028	0.02764739
2810	-421.0888	-421.4929	0.4041807	1.12939	1.12939	1.12939	1.12939	1.12939	1.12939	0.03022335
2820	-420.791	-420.6033	-0.1876889	1.487834	1.487834	1.487834	1.487834	1.487834	1.487834	0.02713705
2830	-420.5038	-420.9921	0.4883119	1.123462	1.123462	1.123462	1.123462	1.123462	1.123462	0.02807509
2840	-422.0441	-421.2057	-0.8384092	1.842283	1.842283	1.842283	1.842283	1.842283	1.842283	0.02453662
2850	-420.4293	-421.2407	0.8113746	0.9523904	0.9523904	0.9523904	0.9523904	0.9523904	0.9523904	0.02662788
2860	-420.6196	-421.2674	0.6477318	1.013842	1.013842	1.013842	1.013842	1.013842	1.013842	0.02867975
2870	-421.2541	-421.2943	0.04020446	1.318822	1.318822	1.318822	1.318822	1.318822	1.318822	0.03046081
2880	-421.1275	-422.1652	1.037719	0.6075852	0.6075852	0.6075852	0.6075852	0.6075852	0.6075852	0.02548437
2890	-426.2178	-426.5964	0.3786456	1.020925	1.020925	1.020925	1.020925	1.020925	1.020925	0.03712738
2900	-420.4569	-420.8934	0.436493	1.165995	1.165995	1.165995	1.165995	1.165995	1.165995	0.02740967
2910	-421.1587	-422.1625	1.003853	0.5877733	0.5877733	0.5877733	0.5877733	0.5877733	0.5877733	0.02587788
2920	-421.5311	-422.4043	0.8731585	0.5536685	0.5536685	0.5536685	0.5536685	0.5536685	0.5536685	0.0282061
2930	-420.5173	-421.2923	0.7749396	1.002542	1.002542	1.002542	1.002542	1.002542	1.002542	0.02569155
2940	-422.0672	-420.66	-1.4072	2.021261	2.021261	2.021261	2.021261	2.021261	2.021261	0.02955023
2950	-421.1323	-420.8487	-0.283612	1.492314	1.492314	1.492314	1.492314	1.492314	1.492314	0.0295924
2960	-420.8472	-421.5792	0.731961	1.059226	1.059226	1.059226	1.059226	1.059226	1.059226	0.02453333
2970	-420.5785	-420.9396	0.3611267	1.187938	1.187938	1.187938	1.187938	1.187938	1.187938	0.02839315
2980	-420.9135	-421.9202	1.00668	0.6538414	0.6538414	0.6538414	0.6538414	0.6538414	0.6538414	0.02696431
2990	-420.4703	-420.8597	0.3894259	1.200436	1.200436	1.200436	1.200436	1.200436	1.200436	0.02696991
3000	-421.2585	-422.2107	0.9522009	0.5603107	0.5603107	0.5603107	0.5603107	0.5603107	0.5603107	0.02632512
3010	-420.8728	-420.5627	-0.3101028	1.537772	1.537772	1.537772	1.537772	1.537772	1.537772	0.0276368
3020	-420.6827	-421.169	0.4863443	1.10621	1.10621	1.10621	1.10621	1.10621	1.10621	0.02898533
3030	-421.1647	-420.5298	-0.634875	1.679908	1.679908	1.679908	1.679908	1.679908	1.679908	0.02831828
3040	-420.9833	-420.5327	-0.4505734	1.602367	1.602367	1.602367	1.602367	1.602367	1.602367	0.02776241
3050	-420.6153	-421.6104	0.995142	0.7716171	0.7716171	0.7716171	0.7716171	0.7716171	0.7716171	0.02668874
3060	-421.673	-421.8273	0.1543259	1.243373	1.243373	1.243373	1.243373	1.243373	1.243373	0.03146754
3070	-420.5384	-420.9123	0.373922	1.185708	1.185708	1.185708	1.185708	1.185708	1.185708	0.02814747
3080	-421.0104	-420.5651	-0.4452469	1.615194	1.615194	1.615194	1.615194	1.615194	1.615194	0.02687598
3090	-420.4438	-421.295	0.8511731	0.9191132	0.9191132	0.9191132	0.9191132	0.9191132	0.9191132	0.02673676
3100	-424.8061	-421.3256	-3.480429	3.023815	3.023815	3.023815	3.023815	3.023815	3.023815	0.02986841
3110	-423.0988	-420.7475	-2.351262	2.476251	2.476251	2.476251	2.476251	2.476251	2.476251	0.02912769
3120	-423.7413	-421.4761	-2.265177	2.391458	2.391458	2.391458	2.391458	2.391458	2.391458	0.03187476
3130	-420.4302	-420.9731	0.5428701	1.119667	1.119667	1.119667	1.119667	1.119667	1.119667	0.0267612
3140	-420.8337	-421.5485	0.7147738	0.9523729	0.9523729	0.9523729	0.9523729	0.9523729	0.9523729	0.0293292
3150	-423.1521	-421.0701	-2.081975	2.319397	2.319397	2.319397	2.319397	2.319397	2.319397	0.03085625
3160	-423.0172	-420.6812	-2.335965	2.482735	2.482735	2.482735	2.482735	2.482735	2.482735	0.02830313
3170	-421.8633	-422.3699	0.5066182	1.038751	1.038751	1.038751	1.038751	1.038751	1.038751	0.03176561
3180	-420.774	-421.5485	0.774487	1.028192	1.028192	1.028192	1.028192	1.028192	1.028192	0.02470947
3190	-421.1966	-421.1103	-0.0863442	1.481085	1.481085	1.481085	1.481085	1.481085	1.481085	0.02486745
3200	-420.7097	-421.5473	0.8376442	0.981568	0.981568	0.981568	0.981568	0.981568	0.981568	0.02489063
3210	-423.4657	-423.7985	0.3327771	0.3604507	0.3604507	0.3604507	0.3604507	0.3604507	0.3604507	0.02311108
3220	-420.6175	-420.7049	0.0873601	1.355856	1.355856	1.355856	1.355856	1.355856	1.355856	0.02699237
3230	-421.6584	-420.5316	-1.12681	1.902695	1.902695	1.902695	1.902695	1.902695	1.902695	0.02876702
3240	-421.095	-421.2903	0.1953133	1.244075	1.244075	1.244075	1.244075	1.244075	1.244075	0.03016345
3250	-420.6129	-420.6989	0.08595776	1.346118	1.346118	1.346118	1.346118	1.346118	1.346118	0.02756211
3260	-420.45	-420.8978	0.447853	1.162071	1.162071	1.162071	1.162071	1.162071	1.162071	0.02729331
3270	-420.5734	-420.9085	0.335101	1.246173	1.246173	1.246173	1.246173	1.246173	1.246173	0.02612354
3280	-421.87	-421.5771	-0.2929665	1.465794	1.465794	1.465794	1.465794	1.465794	1.465794	0.03155834
3290	-421.5124	-422.4067	0.8942748	0.7302523	0.7302523	0.7302523	0.7302523	0.7302523	0.7302523	0.03010057
3300	-420.7698	-421.0519	0.2820927	1.215444	1.215444	1.215444	1.215444	1.215444	1.215444	0.02919593
3310	-420.4861	-420.8954	0.409313	1.197916	1.197916	1.197916	1.197916	1.197916	1.197916	0.02656282
3320	-420.7455	-421.796	1.050471	0.7379475	0.7379475	0.7379475	0.7379475	0.7379475	0.7379475	0.02567674
3330	-421.5751	-421.7496	0.1745689	1.377763	1.377763	1.377763	1.377763	1.377763	1.377763	0.02367148
3340	-423.0472	-423.6464	0.5992554	0.9415117	0.9415117	0.9415117	0.9415117	0.9415117	0.9415117	0.03340831
3350	-423.3218	-420.7583	-2.563513	2.592712	2.592712	2.592712	2.592712	2.592712	2.592712	0.02833468
3360	-421.1361	-420.5043	-0.6317722	1.685714	1.685714	1.685714	1.685714	1.685714	1.685714	0.02788386
3370	-421.2232	-421.7807	0.5574393	1.175785	1.175785	1.175785	1.175785	1.175785	1.175785	0.02385832
3380	-420.6779	-421.6507	0.9728629	0.867395	0.867395	0.867395	0.867395	0.867395	0.867395	0.02515292
3390	-420.7286	-421.1289	0.4003055	1.229095	1.229095	1.229095	1.229095	1.229095	1.229095	0.02528213
3400	-421.0508	-421.1881	0.1372967	1.277195	1.277195	1.277195	1.277195	1.277195	1.277195	0.02999117
3410	-421.0446	-422.0335	0.9888919	0.615488	0.615488	0.615488	0.615488	0.615488	0.615488	0.02692164
3420	-423.0662	-422.5436	-0.5225539	1.547598	1.547598	1.547598	1.547598	1.547598	1.547598	0.03348171
3430	-420.5994	-421.3726	0.773182	1.013733	1.013733	1.013733	1.013733	1.013733	1.013733	0.02530264
3440	-420.7092	-420.6543	-0.05487367	1.410244	1.410244	1.410244	1.410244	1.410244	1.410244	0.02787709
3450	-421.8924	-420.5483	-1.344121	2.002348	2.002348	2.002348	2.002348	2.002348	2.002348	0.02888722
3460	-420.8299	-421.1428	0.3129079	1.194435	1.194435	1.194435	1.194435	1.194435	1.194435	0.02944042
3470	-420.8779	-421.8374	0.9594915	0.7295679	0.7295679	0.7295679	0.7295679	0.7295679	0.7295679	0.02820652
3480	-424.7964	-422.8817	-1.914723	2.186576	2.186576	2.186576	2.186576	2.186576	2.186576	0.03453724
3490	-422.5619	-421.0277	-1.534252	2.156627	2.156627	2.156627	2.156627	2.156627	2.156627	0.02515438
3500	-421.4315	-422.5244	1.092899	0.6125738	0.6125738	0.6125738	0.6125738	0.6125738	0.6125738	0.02421042
3510	-420.8546	-420.5701	-0.2844964	1.530443	1.530443	1.530443	1.530443	1.530443	1.530443	0.02735459
3520	-421.4278	-420.9492	-0.4786225	1.662105	1.662105	1.662105	1.662105	1.662105	1.662105	0.0251565
3530	-421.2351	-421.1587	-0.07641653	1.478558	1.478558	1.478558	1.478558	1.478558	1.478558	0.02475112
3540	-420.5482	-420.8368	0.2885999	1.234222	1.234222	1.234222	1.234222	1.234222	1.234222	0.02799679
3550	-420.5669	-421.1044	0.53752	1.08646	1.08646	1.08646	1.08646	1.08646	1.08646	0.02848169
3560	-420.4474	-421.2298	0.7823839	0.9524247	0.9524247	0.9524247	0.9524247	0.9524247	0.9524247	0.02740985
3570	-421.4095	-420.6252	-0.7842416	1.735858	1.735858	1.735858	1.735858	1.735858	1.735858	0.02918347
3580	-421.6929	-422.6871	0.9941639	0.5374698	0.5374698	0.5374698	0.5374698	0.5374698	0.5374698	0.02431495
3590	-422.1389	-422.7289	0.5900134	0.4396174	0.4396174	0.4396174	0.4396174	0.4396174	0.4396174	0.0275722
3600	-421.5933	-422.4848	0.8915481	0.5087438	0.5087438	0.5087438	0.5087438	0.5087438	0.5087438	0.02537209
3610	-423.2151	-424.03	0.8149302	1.098364	1.098364	1.098364	1.098364	1.098364	1.098364	0.02115029
3620	-422.2201	-421.9966	-0.2235812	1.42084	1.42084	1.42084	1.42084	1.42084	1.42084	0.03229393
3630	-421.2758	-420.5531	-0.7226851	1.715423	1.715423	1.715423	1.715423	1.715423	1.715423	0.02866427
3640	-420.9826	-420.6897	-0.2928596	1.508362	1.508362	1.508362	1.508362	1.508362	1.508362	0.0288862
3650	-424.2339	-421.3567	-2.877197	2.799194	2.799194	2.799194	2.799194	2.799194	2.799194	0.02551014
3660	-420.9304	-422.0101	1.079731	0.6919023	0.6919023	0.6919023	0.6919023	0.6919023	0.6919023	0.02518759
3670	-420.7789	-420.748	-0.03086276	1.428506	1.428506	1.428506	1.428506	1.428506	1.428506	0.02621867
3680	-421.9042	-420.634	-1.270197	2.011282	2.011282	2.011282	2.011282	2.011282	2.011282	0.02632177
3690	-421.9593	-422.7413	0.7819949	0.5185545	0.5185545	0.5185545	0.5185545	0.5185545	0.5185545	0.02894669
3700	-422.1403	-422.9983	0.8579307	0.6048677	0.6048677	0.6048677	0.6048677	0.6048677	0.6048677	0.03043531
3710	-420.9573	-420.9742	0.01698282	1.422029	1.422029	1.422029	1.422029	1.422029	1.422029	0.02532734
3720	-421.8841	-421.6927	-0.1913953	1.414458	1.414458	1.414458	1.414458	1.414458	1.414458	0.03168146
3730	-420.4854	-421.1918	0.7064025	1.041312	1.041312	1.041312	1.041312	1.041312	1.041312	0.02590716
3740	-420.8108	-420.6849	-0.1258447	1.470385	1.470385	1.470385	1.470385	1.470385	1.470385	0.0264491
3750	-422.4582	-421.3968	-1.061372	1.952901	1.952901	1.952901	1.952901	1.952901	1.952901	0.02419998
3760	-422.4137	-421.4917	-0.9220299	1.759202	1.759202	1.759202	1.759202	1.759202	1.759202	0.03186563
3770	-421.7309	-421.1091	-0.6218328	1.737184	1.737184	1.737184	1.737184	1.737184	1.737184	0.02473857
3780	-420.5178	-421.3623	0.8444796	0.9533991	0.9533991	0.9533991	0.9533991	0.9533991	0.9533991	0.02572518
3790	-421.0577	-422.1502	1.092474	0.6727883	0.6727883	0.6727883	0.6727883	0.6727883	0.6727883	0.02484829
3800	-420.773	-420.9815	0.2084748	1.255587	1.255587	1.255587	1.255587	1.255587	1.255587	0.02912032
3810	-420.8627	-420.6075	-0.2552309	1.525736	1.525736	1.525736	1.525736	1.525736	1.525736	0.0268285
3820	-420.5823	-420.7372	0.1549705	1.323122	1.323122	1.323122	1.323122	1.323122	1.323122	0.02692801
3830	-421.5664	-421.1673	-0.3990551	1.634611	1.634611	1.634611	1.634611	1.634611	1.634611	0.02462872
3840	-421.6307	-421.7404	0.1096443	1.268337	1.268337	1.268337	1.268337	1.268337	1.268337	0.03136551
3850	-420.6515	-421.1427	0.4911583	1.105922	1.105922	1.105922	1.105922	1.105922	1.105922	0.02886044
3860	-421.9912	-422.4714	0.4802002	1.050654	1.050654	1.050654	1.050654	1.050654	1.050654	0.03199948
3870	-421.3262	-420.5915	-0.7347252	1.758655	1.758655	1.758655	1.758655	1.758655	1.758655	0.0264536
3880	-421.4156	-422.5407	1.125111	0.7691753	0.7691753	0.7691753	0.7691753	0.7691753	0.7691753	0.02346993
3890	-421.5958	-420.9193	-0.6764383	1.753819	1.753819	1.753819	1.753819	1.753819	1.753819	0.025215
3900	-420.7835	-421.843	1.059461	0.7330561	0.7330561	0.7330561	0.7330561	0.7330561	0.7330561	0.02549286
3910	-423.9798	-421.2121	-2.767697	2.73956	2.73956	2.73956	2.73956	2.73956	2.73956	0.02578033
3920	-420.9259	-420.5888	-0.3371126	1.540296	1.540296	1.540296	1.540296	1.540296	1.540296	0.02824368
3930	-421.6993	-422.8622	1.162922	0.693138	0.693138	0.693138	0.693138	0.693138	0.693138	0.02317574
3940	-421.2651	-420.7145	-0.5505859	1.681933	1.681933	1.681933	1.681933	1.681933	1.681933	0.02591724
3950	-420.8489	-421.874	1.025037	0.6702632	0.6702632	0.6702632	0.6702632	0.6702632	0.6702632	0.02657248
3960	-420.7207	-421.7335	1.012743	0.8285394	0.8285394	0.8285394	0.8285394	0.8285394	0.8285394	0.02511735
3970	-423.7305	-423.6845	-0.04602253	0.3418089	0.3418089	0.3418089	0.3418089	0.3418089	0.3418089	0.02926466
3980	-421.895	-420.6177	-1.2773	2.013126	2.013126	2.013126	2.013126	2.013126	2.013126	0.02640518
3990	-420.9862	-420.8135	-0.172771	1.44402	1.44402	1.44402	1.44402	1.44402	1.44402	0.02926922
4000	-421.07	-420.5185	-0.5514532	1.65768	1.65768	1.65768	1.65768	1.65768	1.65768	0.02731266
4010	-420.5713	-421.2822	0.7109065	0.9782896	0.9782896	0.9782896	0.9782896	0.9782896	0.9782896	0.02838828
4020	-421.2555	-421.6309	0.3753524	1.269383	1.269383	1.269383	1.269383	1.269383	1.269383	0.02399823
4030	-421.8939	-422.776	0.8821392	0.6974995	0.6974995	0.6974995	0.6974995	0.6974995	0.6974995	0.0306796
4040	-420.6228	-421.4622	0.839404	0.9715966	0.9715966	0.9715966	0.9715966	0.9715966	0.9715966	0.02520593
4050	-421.1755	-420.7079	-0.4675791	1.585596	1.585596	1.585596	1.585596	1.585596	1.585596	0.0292562
4060	-421.9384	-423.0737	1.135295	0.6085709	0.6085709	0.6085709	0.6085709	0.6085709	0.6085709	0.02313353
4070	-420.4195	-420.9942	0.5747673	1.092209	1.092209	1.092209	1.092209	1.092209	1.092209	0.02717487
4080	-421.1532	-420.5048	-0.6483463	1.692155	1.692155	1.692155	1.692155	1.692155	1.692155	0.02796368
4090	-422.6994	-420.6119	-2.08749	2.363126	2.363126	2.363126	2.363126	2.363126	2.363126	0.02831193
4100	-420.8068	-421.8194	1.012656	0.8442242	0.8442242	0.8442242	0.8442242	0.8442242	0.8442242	0.02475239
4110	-421.5713	-422.3638	0.7925173	1.059344	1.059344	1.059344	1.059344	1.059344	1.059344	0.02308729
4120	-420.6449	-421.3347	0.6897779	0.9845176	0.9845176	0.9845176	0.9845176	0.9845176	0.9845176	0.02873346
4130	-420.5304	-420.876	0.345538	1.203606	1.203606	1.203606	1.203606	1.203606	1.203606	0.02801425
4140	-421.1547	-420.6256	-0.5291461	1.620443	1.620443	1.620443	1.620443	1.620443	1.620443	0.02890519
4150	-420.9999	-421.3665	0.3665704	1.155001	1.155001	1.155001	1.155001	1.155001	1.155001	0.02998419
4160	-421.5985	-420.6352	-0.9632606	1.869668	1.869668	1.869668	1.869668	1.869668	1.869668	0.02621647
4170	-420.5209	-421.4018	0.8808114	0.8698371	0.8698371	0.8698371	0.8698371	0.8698371	0.8698371	0.02750568
4180	-422.7017	-420.6669	-2.034838	2.361076	2.361076	2.361076	2.361076	2.361076	2.361076	0.0269752
4190	-421.9505	-420.8587	-1.091804	1.8621	1.8621	1.8621	1.8621	1.8621	1.8621	0.0302996
4200	-422.4461	-423.2366	0.7904512	0.5501905	0.5501905	0.5501905	0.5501905	0.5501905	0.5501905	0.03046921
4210	-423.7568	-420.9089	-2.847884	2.749263	2.749263	2.749263	2.749263	2.749263	2.749263	0.02739109
4220	-420.8857	-421.8072	0.9214391	0.9358586	0.9358586	0.9358586	0.9358586	0.9358586	0.9358586	0.02438895
4230	-420.8108	-420.9853	0.1744088	1.271392	1.271392	1.271392	1.271392	1.271392	1.271392	0.02922537
4240	-421.426	-420.4741	-0.9519084	1.836947	1.836947	1.836947	1.836947	1.836947	1.836947	0.02780148
4250	-421.9969	-422.8771	0.8802018	0.6769242	0.6769242	0.6769242	0.6769242	0.6769242	0.6769242	0.03073827
4260	-421.1553	-422.0441	0.8888337	0.7796584	0.7796584	0.7796584	0.7796584	0.7796584	0.7796584	0.02953381
4270	-421.4092	-422.3052	0.8960216	0.5589371	0.5589371	0.5589371	0.5589371	0.5589371	0.5589371	0.02779025
4280	-424.5086	-422.2491	-2.259547	2.365409	2.365409	2.365409	2.365409	2.365409	2.365409	0.0334673
4290	-421.3935	-422.3206	0.9271132	0.6377471	0.6377471	0.6377471	0.6377471	0.6377471	0.6377471	0.0290165
4300	-420.7616	-420.6089	-0.1526893	1.468647	1.468647	1.468647	1.468647	1.468647	1.468647	0.02726656
4310	-422.4175	-420.7549	-1.662646	2.135455	2.135455	2.135455	2.135455	2.135455	2.135455	0.02991495
4320	-421.4405	-422.0358	0.5953245	0.9989313	0.9989313	0.9989313	0.9989313	0.9989313	0.9989313	0.03091369
4330	-422.0061	-422.8789	0.8728291	0.705178	0.705178	0.705178	0.705178	0.705178	0.705178	0.03093915
4340	-423.3152	-420.9109	-2.404339	2.487748	2.487748	2.487748	2.487748	2.487748	2.487748	0.02999329
4350	-420.8462	-420.6264	-0.2198116	1.483765	1.483765	1.483765	1.483765	1.483765	1.483765	0.02826061
4360	-420.6164	-421.5983	0.9819198	0.8437021	0.8437021	0.8437021	0.8437021	0.8437021	0.8437021	0.02553796
4370	-421.6366	-420.7178	-0.9187721	1.790516	1.790516	1.790516	1.790516	1.790516	1.790516	0.02970507
4380	-421.0189	-420.6912	-0.3277439	1.572478	1.572478	1.572478	1.572478	1.572478	1.572478	0.02615125
4390	-423.7476	-424.6689	0.9212818	1.049384	1.049384	1.049384	1.049384	1.049384	1.049384	0.02062879
4400	-420.7629	-421.409	0.6461724	1.002965	1.002965	1.002965	1.002965	1.002965	1.002965	0.02920359
4410	-420.4756	-421.3423	0.8667598	0.8918624	0.8918624	0.8918624	0.8918624	0.8918624	0.8918624	0.02721131
4420	-421.7433	-420.9583	-0.7850362	1.716134	1.716134	1.716134	1.716134	1.716134	1.716134	0.03046219
4430	-421.16	-420.8799	-0.28009	1.563095	1.563095	1.563095	1.563095	1.563095	1.563095	0.02543146
4440	-421.2976	-421.1628	-0.1348581	1.407286	1.407286	1.407286	1.407286	1.407286	1.407286	0.03038104
4450	-421.7103	-421.6114	-0.09883736	1.507803	1.507803	1.507803	1.507803	1.507803	1.507803	0.02381954
